poste,heure,vitesse,debit,occupation
M3i,18:30,56.11,405.74,0.11991
M3i,18:36,57.86,413.77,0.11662
M3i,18:42,59.79,409.49,0.11086
M3i,18:48,60.41,391.74,0.10900
M3i,18:54,61.91,384.57,0.10428
M3i,19:00,61.91,366.34,0.09676
M3i,19:06,65.92,377.36,0.09565
M3i,19:12,65.88,380.97,0.09560
M3i,19:18,67.23,372.52,0.09193
M3i,19:24,68.63,363.03,0.08753
M3i,19:30,70.37,348.03,0.08029
M3i,19:36,70.76,347.30,0.07952
M3i,19:42,70.85,341.18,0.07792
M3i,19:48,70.54,328.85,0.07597
M3i,19:54,72.94,306.70,0.06857
M3i,20:00,75.33,290.27,0.06237
M3i,20:06,73.98,298.61,0.06489
M3i,20:12,76.17,279.39,0.05974
M3i,20:18,77.14,245.76,0.05138
M3i,20:24,78.85,225.06,0.04740
M3i,20:30,78.35,204.03,0.04398
M3i,20:36,80.25,186.24,0.03976
M3i,20:42,80.63,178.62,0.03766
M3i,20:48,80.26,164.09,0.03591
M3i,20:54,77.09,153.10,0.03633
M3i,21:00,78.49,140.50,0.03803
M3i,21:06,75.19,137.79,0.03830
M3i,21:12,79.87,139.75,0.03763
M3i,21:18,76.43,126.76,0.03713
M3i,21:24,78.47,130.69,0.03721
M3i,21:30,79.75,126.88,0.03655
M3i,21:36,79.67,115.97,0.03292
M3i,21:42,78.30,112.03,0.03319
M3i,21:48,76.07,116.09,0.03855
M3i,21:54,76.26,109.97,0.03619
M3i,22:00,75.25,108.06,0.03966
M3i,22:06,71.10,105.03,0.03871
M3i,22:12,69.68,112.75,0.04218
M3i,22:18,72.01,101.09,0.04011
M3i,22:24,72.37,86.22,0.03569
M3i,22:30,74.97,84.35,0.03403
M3i,22:36,71.55,91.67,0.03590
M3i,22:42,77.78,91.71,0.03366
M3i,22:48,70.93,90.73,0.03480
M3i,22:54,70.33,84.80,0.03316
M3i,23:00,75.74,93.67,0.03578
M3i,23:06,73.57,90.54,0.03767
M3i,23:12,78.37,83.93,0.03093
M3i,23:18,77.95,84.81,0.03322
M3i,23:24,76.06,78.67,0.02840
M3i,23:30,75.80,73.25,0.03126
M3i,23:36,76.13,67.48,0.02800
M3i,23:42,78.08,63.43,0.02479
M3i,23:48,76.34,56.69,0.02302
M3i,23:54,76.60,56.18,0.02294
M3h,00:00,78.89,48.57,0.01414
M3h,00:06,79.19,45.00,0.01292
M3h,00:12,79.37,41.77,0.01122
M3h,00:18,80.00,39.13,0.01117
M3h,00:24,78.65,39.77,0.01135
M3h,00:30,80.24,36.20,0.01123
M3h,00:36,77.03,32.94,0.01137
M3h,00:42,77.91,30.38,0.01042
M3h,00:48,77.08,29.44,0.01118
M3h,00:54,75.66,27.42,0.00983
M3h,01:00,74.42,23.68,0.00745
M3h,01:06,81.27,22.26,0.00774
M3h,01:12,80.99,21.26,0.00711
M3h,01:18,83.27,21.00,0.00786
M3h,01:24,82.85,21.86,0.00709
M3h,01:30,83.78,20.64,0.00710
M3h,01:36,78.25,19.00,0.01018
M3h,01:42,80.54,19.72,0.00662
M3h,01:48,79.87,19.27,0.00648
M3h,01:54,79.93,17.24,0.01201
M3h,02:00,79.52,16.52,0.00840
M3h,02:06,85.24,12.57,0.00612
M3h,02:12,83.55,14.75,0.00583
M3h,02:18,85.22,16.04,0.00650
M3h,02:24,80.30,16.18,0.00605
M3h,02:30,78.00,14.14,0.00692
M3h,02:36,82.19,15.85,0.00669
M3h,02:42,82.35,15.61,0.00679
M3h,02:48,83.38,16.68,0.00648
M3h,02:54,83.42,17.93,0.00730
M3h,03:00,83.12,19.50,0.00754
M3h,03:06,77.51,16.76,0.00793
M3h,03:12,81.28,16.83,0.00685
M3h,03:18,75.42,14.93,0.00647
M3h,03:24,79.14,14.52,0.00660
M3h,03:30,79.43,16.54,0.00700
M3h,03:36,78.78,17.14,0.01029
M3h,03:42,82.42,16.76,0.00874
M3h,03:48,77.70,18.41,0.00743
M3h,03:54,80.93,20.00,0.00807
M3h,04:00,78.90,21.07,0.00781
M3h,04:06,76.02,19.00,0.00748
M3h,04:12,80.75,21.90,0.00796
M3h,04:18,76.65,22.70,0.00844
M3h,04:24,77.78,26.23,0.00945
M3h,04:30,82.65,30.75,0.00856
M3h,04:36,83.04,39.34,0.01078
M3h,04:42,80.88,44.03,0.01133
M3h,04:48,84.16,49.22,0.01233
M3h,04:54,84.57,45.22,0.01135
M3h,05:00,83.29,46.48,0.01349
M3h,05:06,82.01,54.30,0.01344
M3h,05:12,82.52,61.41,0.01572
M3h,05:18,81.86,77.24,0.01796
M3h,05:24,82.67,82.38,0.01808
M3h,05:30,85.05,92.03,0.02056
M3h,05:36,84.81,118.71,0.02312
M3h,05:42,85.31,139.56,0.02454
M3h,05:48,85.74,139.53,0.02384
M3h,05:54,85.73,141.15,0.02423
M3h,06:00,85.18,144.29,0.02445
M3h,06:06,84.40,168.65,0.02904
M3h,06:12,82.86,202.35,0.03538
M3h,06:18,80.90,256.68,0.04413
M3h,06:24,80.34,291.21,0.04973
M3h,06:30,75.84,331.56,0.05705
M3h,06:36,74.35,412.41,0.07468
M3h,06:42,69.85,505.12,0.09703
M3h,06:48,64.94,544.76,0.11359
M3h,06:54,61.00,555.79,0.12651
M3h,07:00,56.34,564.00,0.13481
M3h,07:06,54.08,539.29,0.13719
M3h,07:12,53.97,547.15,0.13818
M3h,07:18,53.75,528.24,0.13417
M3h,07:24,53.24,530.57,0.13569
M3h,07:30,52.13,529.18,0.13697
M3h,07:36,53.22,511.86,0.13514
M3h,07:42,54.51,544.94,0.13308
M3h,07:48,55.16,525.86,0.12903
M3h,07:54,56.75,536.20,0.12859
M3h,08:00,54.99,513.06,0.12889
M3h,08:06,55.01,498.67,0.12758
M3h,08:12,54.52,486.78,0.12512
M3h,08:18,52.83,493.31,0.13358
M3h,08:24,53.01,487.13,0.13063
M3h,08:30,51.11,477.37,0.13469
M3h,08:36,51.52,469.59,0.13469
M3h,08:42,51.01,489.63,0.13950
M3h,08:48,51.96,466.33,0.13611
M3h,08:54,54.47,471.18,0.12977
M3h,09:00,55.96,473.85,0.12884
M3h,09:06,57.54,464.45,0.12382
M3h,09:12,58.40,464.97,0.12466
M3h,09:18,62.58,473.87,0.11048
M3h,09:24,64.95,462.92,0.10346
M3h,09:30,64.35,439.51,0.10013
M3h,09:36,67.03,442.37,0.09778
M3h,09:42,67.56,437.89,0.10097
M3h,09:48,68.32,424.11,0.09260
M3h,09:54,68.91,414.59,0.09297
M3h,10:00,70.59,410.76,0.08746
M3h,10:06,72.19,389.24,0.08149
M3h,10:12,72.10,395.97,0.08236
M3h,10:18,71.57,401.94,0.08543
M3h,10:24,71.51,413.44,0.08554
M3h,10:30,70.56,418.92,0.08775
M3h,10:36,70.55,423.69,0.08890
M3h,10:42,70.36,415.05,0.08946
M3h,10:48,69.33,412.78,0.08468
M3h,10:54,71.46,416.97,0.08598
M3h,11:00,72.55,417.79,0.08133
M3h,11:06,72.90,413.74,0.08044
M3h,11:12,73.86,421.58,0.08069
M3h,11:18,73.50,422.66,0.08158
M3h,11:24,72.88,436.81,0.08442
M3h,11:30,72.57,422.21,0.08464
M3h,11:36,72.70,429.76,0.08405
M3h,11:42,71.36,417.76,0.08725
M3h,11:48,71.26,412.82,0.08498
M3h,11:54,73.71,422.42,0.08349
M3h,12:00,73.62,426.66,0.08385
M3h,12:06,74.15,450.03,0.08397
M3h,12:12,74.21,457.74,0.08552
M3h,12:18,74.81,450.34,0.08343
M3h,12:24,76.31,420.63,0.07730
M3h,12:30,76.63,394.84,0.07288
M3h,12:36,77.40,385.87,0.06990
M3h,12:42,77.50,358.63,0.06448
M3h,12:48,78.59,361.22,0.06325
M3h,12:54,76.69,331.61,0.05998
M3h,13:00,78.53,364.00,0.06559
M3h,13:06,78.55,372.67,0.06607
M3h,13:12,77.44,402.87,0.07151
M3h,13:18,75.47,414.10,0.07551
M3h,13:24,75.26,408.74,0.07496
M3h,13:30,74.32,422.49,0.07921
M3h,13:36,72.43,452.36,0.08692
M3h,13:42,72.60,458.77,0.08805
M3h,13:48,70.60,453.59,0.08673
M3h,13:54,73.46,436.10,0.08364
M3h,14:00,74.50,433.21,0.08120
M3h,14:06,73.72,427.46,0.08055
M3h,14:12,72.88,446.90,0.08356
M3h,14:18,72.39,457.00,0.08751
M3h,14:24,72.99,443.95,0.08352
M3h,14:30,72.78,442.82,0.08470
M3h,14:36,72.68,441.18,0.08461
M3h,14:42,73.21,437.44,0.08320
M3h,14:48,73.16,433.64,0.08252
M3h,14:54,73.46,444.36,0.08503
M3h,15:00,73.17,446.85,0.08575
M3h,15:06,72.12,447.46,0.08627
M3h,15:12,71.65,473.33,0.09121
M3h,15:18,70.23,477.76,0.09468
M3h,15:24,70.87,461.56,0.09238
M3h,15:30,69.58,469.36,0.09542
M3h,15:36,68.60,476.66,0.09586
M3h,15:42,68.93,480.67,0.09746
M3h,15:48,68.10,501.08,0.10153
M3h,15:54,67.96,489.55,0.09765
M3h,16:00,68.19,480.62,0.09877
M3h,16:06,68.45,520.74,0.10357
M3h,16:12,65.66,523.97,0.11010
M3h,16:18,62.66,532.54,0.11650
M3h,16:24,62.79,512.08,0.11064
M3h,16:30,64.89,511.54,0.11189
M3h,16:36,66.38,522.62,0.10541
M3h,16:42,64.54,511.87,0.10666
M3h,16:48,64.61,519.78,0.10843
M3h,16:54,63.69,521.92,0.11119
M3h,17:00,65.51,518.76,0.10785
M3h,17:06,64.29,516.49,0.10886
M3h,17:12,61.14,523.11,0.11325
M3h,17:18,58.09,501.29,0.11654
M3h,17:24,59.41,517.11,0.11623
M3h,17:30,59.63,500.59,0.11311
M3h,17:36,57.77,507.43,0.11736
M3h,17:42,58.58,489.68,0.11217
M3h,17:48,57.35,485.64,0.11717
M3h,17:54,56.80,479.03,0.11488
M3h,18:00,57.00,472.68,0.11557
M3h,18:06,56.12,469.65,0.11878
M3h,18:12,55.66,477.38,0.11856
M3h,18:18,54.72,497.58,0.12374
M3h,18:24,54.27,486.14,0.12101
M3h,18:30,55.12,488.17,0.11992
M3h,18:36,57.18,498.19,0.11613
M3h,18:42,58.70,490.64,0.11348
M3h,18:48,58.24,467.61,0.10942
M3h,18:54,62.18,454.64,0.09853
M3h,19:00,62.59,448.47,0.09571
M3h,19:06,65.31,425.44,0.08597
M3h,19:12,66.17,433.72,0.08679
M3h,19:18,66.60,417.00,0.08261
M3h,19:24,69.41,396.33,0.07505
M3h,19:30,70.19,376.61,0.07062
M3h,19:36,71.07,371.92,0.06783
M3h,19:42,71.91,355.50,0.06435
M3h,19:48,72.19,341.67,0.06183
M3h,19:54,74.33,310.47,0.05369
M3h,20:00,76.38,311.77,0.05278
M3h,20:06,76.86,308.42,0.05150
M3h,20:12,77.83,274.14,0.04555
M3h,20:18,79.32,243.73,0.04058
M3h,20:24,80.99,223.75,0.03689
M3h,20:30,81.32,207.72,0.03327
M3h,20:36,82.24,183.22,0.02904
M3h,20:42,82.54,174.19,0.02802
M3h,20:48,82.91,161.97,0.02596
M3h,20:54,82.35,150.25,0.02518
M3h,21:00,81.74,137.13,0.02690
M3h,21:06,78.87,128.97,0.02737
M3h,21:12,81.48,130.14,0.02824
M3h,21:18,80.55,117.81,0.02677
M3h,21:24,79.71,123.00,0.02684
M3h,21:30,80.72,122.57,0.02760
M3h,21:36,81.17,113.64,0.02397
M3h,21:42,78.65,109.03,0.02297
M3h,21:48,76.22,109.94,0.02578
M3h,21:54,75.75,105.51,0.02793
M3h,22:00,73.89,95.57,0.03964
M3h,22:06,69.85,98.71,0.03090
M3h,22:12,71.06,105.82,0.03339
M3h,22:18,67.59,97.39,0.04112
M3h,22:24,70.96,85.00,0.04288
M3h,22:30,72.35,84.71,0.02785
M3h,22:36,72.21,89.93,0.02577
M3h,22:42,71.38,87.53,0.02683
M3h,22:48,67.24,87.94,0.02959
M3h,22:54,67.72,82.55,0.03214
M3h,23:00,70.83,90.66,0.02848
M3h,23:06,71.89,84.73,0.02989
M3h,23:12,70.27,82.13,0.02769
M3h,23:18,75.31,85.11,0.02544
M3h,23:24,72.10,79.04,0.02391
M3h,23:30,73.94,78.07,0.02499
M3h,23:36,71.87,72.07,0.02499
M3h,23:42,73.26,62.89,0.02108
M3h,23:48,71.89,60.36,0.02058
M3h,23:54,72.91,60.63,0.01935
M3e,00:00,76.63,40.92,0.00974
M3e,00:06,76.02,37.00,0.00910
M3e,00:12,76.93,33.56,0.00873
M3e,00:18,76.23,30.00,0.00829
M3e,00:24,76.86,31.46,0.00808
M3e,00:30,74.62,30.44,0.00784
M3e,00:36,77.52,26.72,0.00768
M3e,00:42,77.62,25.19,0.00710
M3e,00:48,76.56,26.27,0.00737
M3e,00:54,77.20,25.88,0.00757
M3e,01:00,77.29,21.42,0.00650
M3e,01:06,75.33,18.33,0.00690
M3e,01:12,73.70,16.61,0.00600
M3e,01:18,76.59,17.81,0.00598
M3e,01:24,78.45,15.58,0.00563
M3e,01:30,77.34,16.88,0.00682
M3e,01:36,79.11,16.24,0.00495
M3e,01:42,77.20,14.68,0.00572
M3e,01:48,77.96,13.20,0.00618
M3e,01:54,77.54,12.76,0.00590
M3e,02:00,77.22,12.64,0.00506
M3e,02:06,78.72,11.96,0.00514
M3e,02:12,76.07,12.25,0.00575
M3e,02:18,78.98,10.83,0.00516
M3e,02:24,78.30,10.33,0.00538
M3e,02:30,75.61,11.08,0.00551
M3e,02:36,74.94,11.00,0.00571
M3e,02:42,76.49,9.29,0.00546
M3e,02:48,79.33,10.08,0.00477
M3e,02:54,76.51,11.75,0.00614
M3e,03:00,77.25,10.76,0.00549
M3e,03:06,76.77,11.67,0.00563
M3e,03:12,76.68,11.32,0.00531
M3e,03:18,76.83,10.17,0.00490
M3e,03:24,75.66,11.96,0.00642
M3e,03:30,77.21,12.92,0.00545
M3e,03:36,77.93,11.62,0.00584
M3e,03:42,77.20,14.04,0.00604
M3e,03:48,79.25,14.75,0.00587
M3e,03:54,75.96,12.92,0.00652
M3e,04:00,76.25,13.46,0.00606
M3e,04:06,74.06,15.04,0.00570
M3e,04:12,76.82,15.25,0.00609
M3e,04:18,77.70,17.33,0.00598
M3e,04:24,76.75,21.92,0.00688
M3e,04:30,76.86,26.50,0.00782
M3e,04:36,77.96,31.83,0.00879
M3e,04:42,79.00,36.04,0.00985
M3e,04:48,79.66,39.00,0.00918
M3e,04:54,80.32,41.08,0.00961
M3e,05:00,79.78,39.72,0.00959
M3e,05:06,79.09,45.40,0.01064
M3e,05:12,78.89,53.28,0.01206
M3e,05:18,78.44,61.04,0.01366
M3e,05:24,79.18,63.88,0.01331
M3e,05:30,79.01,65.88,0.01392
M3e,05:36,78.11,82.52,0.01697
M3e,05:42,78.39,102.44,0.02059
M3e,05:48,79.00,103.28,0.02065
M3e,05:54,78.80,109.80,0.02204
M3e,06:00,78.26,110.08,0.02216
M3e,06:06,78.55,118.96,0.02366
M3e,06:12,78.05,138.16,0.02800
M3e,06:18,77.92,172.32,0.03378
M3e,06:24,77.49,202.96,0.04030
M3e,06:30,77.05,232.04,0.04579
M3e,06:36,75.65,275.80,0.05532
M3e,06:42,74.46,346.56,0.07098
M3e,06:48,73.43,395.16,0.08079
M3e,06:54,72.25,423.60,0.08820
M3e,07:00,70.59,431.96,0.09216
M3e,07:06,68.95,460.24,0.10041
M3e,07:12,67.84,464.60,0.10394
M3e,07:18,67.68,480.88,0.10756
M3e,07:24,67.62,487.84,0.10893
M3e,07:30,67.09,485.08,0.11165
M3e,07:36,66.81,502.74,0.11300
M3e,07:42,67.08,526.15,0.11482
M3e,07:48,67.40,520.67,0.11316
M3e,07:54,66.63,508.15,0.11316
M3e,08:00,65.67,490.74,0.11311
M3e,08:06,64.08,483.46,0.11731
M3e,08:12,61.82,472.46,0.11863
M3e,08:18,60.99,458.63,0.11933
M3e,08:24,56.83,430.61,0.12851
M3e,08:30,55.14,433.00,0.13515
M3e,08:36,56.90,439.07,0.13053
M3e,08:42,57.01,431.93,0.12699
M3e,08:48,58.34,423.27,0.13765
M3e,08:54,58.13,411.43,0.11583
M3e,09:00,61.73,388.03,0.10776
M3e,09:06,64.22,383.17,0.10465
M3e,09:12,67.41,368.00,0.08923
M3e,09:18,70.55,368.42,0.07957
M3e,09:24,70.80,368.35,0.07941
M3e,09:30,69.48,337.16,0.07529
M3e,09:36,71.97,348.55,0.07499
M3e,09:42,71.97,340.29,0.07511
M3e,09:48,71.03,338.19,0.07424
M3e,09:54,71.65,319.48,0.07038
M3e,10:00,72.68,321.73,0.06843
M3e,10:06,73.75,305.80,0.06404
M3e,10:12,73.34,304.23,0.06411
M3e,10:18,73.21,311.76,0.06574
M3e,10:24,73.75,303.17,0.06266
M3e,10:30,73.44,311.59,0.06583
M3e,10:36,73.65,312.41,0.06502
M3e,10:42,73.67,296.23,0.06485
M3e,10:48,74.04,303.40,0.06270
M3e,10:54,74.01,293.71,0.06209
M3e,11:00,73.72,291.26,0.06156
M3e,11:06,74.20,294.35,0.06156
M3e,11:12,74.45,292.58,0.06048
M3e,11:18,74.07,298.61,0.06190
M3e,11:24,74.07,307.10,0.06339
M3e,11:30,73.95,310.23,0.06401
M3e,11:36,73.99,316.06,0.06573
M3e,11:42,74.31,315.35,0.06517
M3e,11:48,74.55,312.65,0.06370
M3e,11:54,75.08,316.23,0.06369
M3e,12:00,75.06,311.68,0.06408
M3e,12:06,75.51,318.10,0.06370
M3e,12:12,75.55,326.26,0.06540
M3e,12:18,75.55,328.52,0.06653
M3e,12:24,75.83,312.52,0.06315
M3e,12:30,75.98,294.68,0.05921
M3e,12:36,75.81,292.00,0.05920
M3e,12:42,75.68,292.29,0.05955
M3e,12:48,76.01,273.13,0.05465
M3e,12:54,75.63,260.56,0.05427
M3e,13:00,75.83,273.03,0.05615
M3e,13:06,75.56,280.03,0.05716
M3e,13:12,74.90,291.25,0.05994
M3e,13:18,74.72,306.59,0.06334
M3e,13:24,74.18,321.53,0.06707
M3e,13:30,74.10,329.59,0.06851
M3e,13:36,73.92,344.44,0.07221
M3e,13:42,74.08,357.34,0.07406
M3e,13:48,74.13,360.38,0.07429
M3e,13:54,74.53,337.59,0.06948
M3e,14:00,74.38,318.53,0.06656
M3e,14:06,74.35,320.06,0.06605
M3e,14:12,74.80,320.78,0.06576
M3e,14:18,74.35,318.78,0.06658
M3e,14:24,74.44,313.69,0.06492
M3e,14:30,74.33,308.56,0.06400
M3e,14:36,74.39,308.50,0.06383
M3e,14:42,74.73,301.06,0.06276
M3e,14:48,74.65,297.41,0.06120
M3e,14:54,75.16,289.88,0.05942
M3e,15:00,74.71,294.12,0.06145
M3e,15:06,74.76,282.72,0.05797
M3e,15:12,74.62,306.50,0.06274
M3e,15:18,74.56,306.06,0.06296
M3e,15:24,74.71,302.03,0.06315
M3e,15:30,73.96,310.34,0.06497
M3e,15:36,73.72,323.55,0.06661
M3e,15:42,74.08,317.72,0.06697
M3e,15:48,74.11,324.44,0.06677
M3e,15:54,74.25,316.35,0.06515
M3e,16:00,73.92,312.84,0.06618
M3e,16:06,74.28,325.78,0.06607
M3e,16:12,73.79,329.47,0.06988
M3e,16:18,73.51,349.97,0.07205
M3e,16:24,73.34,340.75,0.07249
M3e,16:30,72.80,346.78,0.07285
M3e,16:36,73.35,342.41,0.07044
M3e,16:42,73.00,342.84,0.07160
M3e,16:48,73.13,353.81,0.07265
M3e,16:54,72.60,349.00,0.07215
M3e,17:00,72.58,348.39,0.07303
M3e,17:06,72.81,345.77,0.07280
M3e,17:12,72.58,357.35,0.07440
M3e,17:18,72.18,347.48,0.07256
M3e,17:24,72.18,367.33,0.07611
M3e,17:30,71.78,356.17,0.07379
M3e,17:36,71.69,370.77,0.07702
M3e,17:42,71.53,355.63,0.07447
M3e,17:48,71.03,336.20,0.07232
M3e,17:54,69.40,333.30,0.07605
M3e,18:00,69.75,345.70,0.07579
M3e,18:06,69.28,344.17,0.07756
M3e,18:12,69.77,352.57,0.07706
M3e,18:18,69.87,374.69,0.08024
M3e,18:24,68.80,378.59,0.08306
M3e,18:30,69.79,380.93,0.08089
M3e,18:36,71.00,380.03,0.07919
M3e,18:42,71.15,380.93,0.07920
M3e,18:48,71.00,375.62,0.07800
M3e,18:54,71.44,362.76,0.07528
M3e,19:00,71.50,330.90,0.07002
M3e,19:06,71.96,332.04,0.06799
M3e,19:12,72.04,321.79,0.06590
M3e,19:18,72.05,328.04,0.06695
M3e,19:24,72.35,314.75,0.06442
M3e,19:30,72.43,303.75,0.06143
M3e,19:36,72.65,305.00,0.06104
M3e,19:42,72.99,287.50,0.05767
M3e,19:48,73.66,282.54,0.05593
M3e,19:54,74.06,270.75,0.05315
M3e,20:00,74.66,249.07,0.04867
M3e,20:06,75.38,245.29,0.04745
M3e,20:12,75.46,236.25,0.04605
M3e,20:18,75.70,207.31,0.03975
M3e,20:24,76.26,191.29,0.03614
M3e,20:30,76.39,174.79,0.03339
M3e,20:36,76.55,153.17,0.02952
M3e,20:42,77.11,141.69,0.02654
M3e,20:48,76.29,133.31,0.02624
M3e,20:54,76.97,126.21,0.02398
M3e,21:00,76.75,117.47,0.02261
M3e,21:06,73.98,115.69,0.02181
M3e,21:12,76.75,114.21,0.02149
M3e,21:18,76.67,102.93,0.02021
M3e,21:24,76.51,102.79,0.01945
M3e,21:30,73.56,99.07,0.01941
M3e,21:36,76.45,93.38,0.01848
M3e,21:42,76.64,94.07,0.01808
M3e,21:48,77.02,91.79,0.01923
M3e,21:54,75.17,91.76,0.01847
M3e,22:00,76.22,87.75,0.01758
M3e,22:06,74.12,82.75,0.01749
M3e,22:12,72.68,81.68,0.01675
M3e,22:18,76.35,89.69,0.01780
M3e,22:24,75.63,80.84,0.01656
M3e,22:30,76.30,71.31,0.01485
M3e,22:36,73.10,76.00,0.01602
M3e,22:42,76.05,75.00,0.01558
M3e,22:48,79.20,73.31,0.01550
M3e,22:54,73.74,67.00,0.01736
M3e,23:00,72.42,70.00,0.01797
M3e,23:06,76.46,72.84,0.01573
M3e,23:12,75.70,69.28,0.01457
M3e,23:18,74.33,59.59,0.01399
M3e,23:24,76.23,58.96,0.01254
M3e,23:30,76.36,59.46,0.01259
M3e,23:36,75.73,57.62,0.01246
M3e,23:42,75.14,51.44,0.01196
M3e,23:48,76.98,49.12,0.01040
M3e,23:54,76.78,46.71,0.01110
M4g,00:00,108.88,5.75,0.00388
M4g,00:06,99.21,4.44,0.00458
M4g,00:12,105.42,4.68,0.00366
M4g,00:18,98.51,4.26,0.00471
M4g,00:24,108.65,3.68,0.00291
M4g,00:30,111.16,4.23,0.00415
M4g,00:36,105.43,3.65,0.00341
M4g,00:42,92.31,3.20,0.00335
M4g,00:48,109.44,4.43,0.00416
M4g,00:54,85.09,2.73,0.00303
M4g,01:00,99.90,3.26,0.00357
M4g,01:06,106.06,3.72,0.00368
M4g,01:12,98.82,2.35,0.00381
M4g,01:18,92.52,2.38,0.00338
M4g,01:24,114.15,3.88,0.00469
M4g,01:30,99.40,2.89,0.00353
M4g,01:36,110.46,3.21,0.00419
M4g,01:42,104.36,3.33,0.00378
M4g,01:48,103.51,2.39,0.00374
M4g,01:54,102.02,3.20,0.00534
M4g,02:00,102.32,2.26,0.00477
M4g,02:06,95.33,2.87,0.00255
M4g,02:12,111.05,3.88,0.00387
M4g,02:18,96.72,3.38,0.00431
M4g,02:24,94.60,3.25,0.00341
M4g,02:30,91.46,4.86,0.00482
M4g,02:36,91.54,3.33,0.00391
M4g,02:42,82.45,2.48,0.00358
M4g,02:48,100.97,4.41,0.00506
M4g,02:54,100.88,4.42,0.00414
M4g,03:00,108.42,3.86,0.00401
M4g,03:06,85.98,3.75,0.00360
M4g,03:12,74.23,3.75,0.00463
M4g,03:18,93.43,2.31,0.00424
M4g,03:24,111.37,2.26,0.00346
M4g,03:30,100.02,2.23,0.00502
M4g,03:36,97.07,2.79,0.00424
M4g,03:42,93.45,3.33,0.00409
M4g,03:48,100.21,2.79,0.00404
M4g,03:54,101.17,2.88,0.00310
M4g,04:00,96.26,2.38,0.00374
M4g,04:06,96.17,3.12,0.00465
M4g,04:12,96.25,3.19,0.00346
M4g,04:18,109.42,4.20,0.00487
M4g,04:24,94.37,3.95,0.00270
M4g,04:30,117.13,4.23,0.00486
M4g,04:36,103.27,5.52,0.00446
M4g,04:42,113.67,6.52,0.00399
M4g,04:48,100.80,5.28,0.00447
M4g,04:54,104.61,5.00,0.00383
M4g,05:00,110.13,6.00,0.00549
M4g,05:06,108.05,6.72,0.00437
M4g,05:12,107.52,9.07,0.00471
M4g,05:18,108.20,11.33,0.00550
M4g,05:24,107.61,12.52,0.00549
M4g,05:30,108.05,17.41,0.00675
M4g,05:36,108.04,19.96,0.00712
M4g,05:42,106.69,24.04,0.00869
M4g,05:48,106.14,22.30,0.00812
M4g,05:54,107.36,25.22,0.00921
M4g,06:00,105.03,31.52,0.01102
M4g,06:06,103.24,43.37,0.01567
M4g,06:12,102.66,55.74,0.02031
M4g,06:18,103.32,65.41,0.02372
M4g,06:24,103.44,76.07,0.02758
M4g,06:30,101.72,101.59,0.03783
M4g,06:36,99.51,127.81,0.04805
M4g,06:42,96.65,152.85,0.06030
M4g,06:48,91.91,176.44,0.07351
M4g,06:54,85.23,192.78,0.08916
M4g,07:00,75.94,183.07,0.10227
M4g,07:06,71.25,160.34,0.10797
M4g,07:12,74.27,160.34,0.10099
M4g,07:18,78.81,150.07,0.08209
M4g,07:24,86.68,136.93,0.06657
M4g,07:30,92.77,122.22,0.05623
M4g,07:36,92.03,121.77,0.05918
M4g,07:42,87.38,122.03,0.06136
M4g,07:48,87.46,131.59,0.06442
M4g,07:54,83.20,128.21,0.08040
M4g,08:00,84.93,134.52,0.07312
M4g,08:06,80.26,127.79,0.07948
M4g,08:12,72.56,131.45,0.09044
M4g,08:18,77.56,122.80,0.07783
M4g,08:24,84.02,115.22,0.06794
M4g,08:30,85.29,119.50,0.06949
M4g,08:36,83.24,120.88,0.07055
M4g,08:42,87.73,118.42,0.05858
M4g,08:48,87.65,110.71,0.05941
M4g,08:54,86.20,98.03,0.06573
M4g,09:00,88.95,108.24,0.05706
M4g,09:06,94.16,102.24,0.04564
M4g,09:12,93.10,104.40,0.05190
M4g,09:18,91.84,101.53,0.04563
M4g,09:24,95.40,104.14,0.04268
M4g,09:30,91.63,99.36,0.04460
M4g,09:36,96.79,101.03,0.04136
M4g,09:42,96.68,103.85,0.04131
M4g,09:48,97.34,98.56,0.03961
M4g,09:54,98.94,94.82,0.03488
M4g,10:00,97.89,98.47,0.03697
M4g,10:06,98.15,92.56,0.03460
M4g,10:12,97.28,96.52,0.03635
M4g,10:18,96.79,99.34,0.03740
M4g,10:24,97.04,102.88,0.03932
M4g,10:30,97.36,106.47,0.03956
M4g,10:36,97.16,99.59,0.03709
M4g,10:42,97.48,98.09,0.03827
M4g,10:48,97.61,101.64,0.03747
M4g,10:54,97.40,93.56,0.03526
M4g,11:00,97.34,96.88,0.03728
M4g,11:06,94.90,86.85,0.03342
M4g,11:12,97.47,100.03,0.03762
M4g,11:18,97.89,104.06,0.03804
M4g,11:24,97.32,104.85,0.03937
M4g,11:30,97.19,102.29,0.03955
M4g,11:36,97.08,102.94,0.03835
M4g,11:42,96.93,104.15,0.04042
M4g,11:48,97.33,108.44,0.03959
M4g,11:54,97.55,104.09,0.03812
M4g,12:00,97.09,112.11,0.03964
M4g,12:06,96.59,121.11,0.04339
M4g,12:12,97.10,118.97,0.04209
M4g,12:18,97.96,107.60,0.03788
M4g,12:24,98.40,95.74,0.03286
M4g,12:30,98.89,92.74,0.03233
M4g,12:36,99.85,86.09,0.02950
M4g,12:42,98.78,86.17,0.02949
M4g,12:48,98.98,84.91,0.02943
M4g,12:54,99.30,81.33,0.02829
